"Ma","Points:0","Points:1","Points:2","T","U:0","U:1","U:2","p"
3.0448,4.1164,0.18216,0.1,175.15,40.296,-0.11435,0,20391
3.0439,4.1684,0.18216,0.1,175.22,40.292,-0.12822,0,20417
3.0431,4.2212,0.18216,0.1,175.28,40.288,-0.14308,0,20444
3.0422,4.2747,0.18216,0.1,175.35,40.284,-0.15736,0,20471
3.0412,4.329,0.18216,0.1,175.42,40.279,-0.16993,0,20500
3.0403,4.384,0.18216,0.1,175.49,40.275,-0.1803,0,20529
3.0392,4.4398,0.18216,0.1,175.57,40.27,-0.18848,0,20560
3.0381,4.4963,0.18216,0.1,175.65,40.265,-0.19469,0,20592
3.037,4.5537,0.18216,0.1,175.74,40.259,-0.19904,0,20627
3.0358,4.6118,0.18216,0.1,175.83,40.254,-0.20154,0,20664
3.0345,4.6708,0.18216,0.1,175.92,40.248,-0.20218,0,20702
3.0332,4.7306,0.18216,0.1,176.02,40.242,-0.20101,0,20741
3.0319,4.7912,0.18216,0.1,176.12,40.236,-0.19809,0,20781
3.0306,4.8526,0.18216,0.1,176.22,40.23,-0.19353,0,20821
3.0293,4.9149,0.18216,0.1,176.32,40.224,-0.18742,0,20862
3.028,4.9781,0.18216,0.1,176.42,40.218,-0.17984,0,20904
3.0266,5.0421,0.18216,0.1,176.52,40.212,-0.17089,0,20946
3.0253,5.1071,0.18216,0.1,176.62,40.206,-0.16068,0,20987
3.024,5.1729,0.18216,0.1,176.72,40.2,-0.14933,0,21028
3.0228,5.2397,0.18216,0.1,176.81,40.194,-0.13699,0,21068
3.0216,5.3074,0.18216,0.1,176.9,40.189,-0.12383,0,21105
3.0206,5.376,0.18216,0.1,176.98,40.184,-0.11005,0,21140
3.0196,5.4456,0.18216,0.1,177.05,40.179,-0.095833,0,21172
3.0188,5.5162,0.18216,0.1,177.12,40.175,-0.081307,0,21201
3.0181,5.5878,0.18216,0.1,177.17,40.172,-0.066504,0,21224
3.0176,5.6603,0.18216,0.1,177.2,40.17,-0.051434,0,21243
3.0174,5.7339,0.18216,0.1,177.22,40.169,-0.035983,0,21254
3.0174,5.8084,0.18216,0.1,177.22,40.169,-0.020134,0,21256
3.0175,5.8841,0.18216,0.1,177.22,40.169,-0.0040485,0,21255
3.0176,5.9607,0.18216,0.1,177.2,40.17,0.012281,0,21252
3.0179,6.0385,0.18216,0.1,177.18,40.171,0.028859,0,21246
3.0185,6.1173,0.18216,0.1,177.14,40.174,0.045699,0,21233
3.0192,6.1972,0.18216,0.1,177.08,40.177,0.062595,0,21212
3.0201,6.2782,0.18216,0.1,177.01,40.182,0.079155,0,21185
3.0212,6.3604,0.18216,0.1,176.93,40.187,0.095009,0,21153
3.0224,6.4437,0.18216,0.1,176.85,40.192,0.10975,0,21118
3.0236,6.5282,0.18216,0.1,176.75,40.198,0.12295,0,21079
3.025,6.6138,0.18216,0.1,176.65,40.204,0.13423,0,21038
3.0264,6.7006,0.18216,0.1,176.54,40.211,0.14332,0,20994
3.0279,6.7887,0.18216,0.1,176.43,40.218,0.15004,0,20948
3.0294,6.8779,0.18216,0.1,176.31,40.225,0.15434,0,20900
3.0311,6.9684,0.18216,0.1,176.19,40.233,0.15625,0,20850
3.0328,7.0602,0.18216,0.1,176.06,40.241,0.15593,0,20798
3.0345,7.1533,0.18216,0.1,175.93,40.249,0.15364,0,20744
3.0364,7.2476,0.18216,0.1,175.79,40.257,0.14972,0,20688
3.0382,7.3433,0.18216,0.1,175.65,40.266,0.14456,0,20632
3.0401,7.4403,0.18216,0.1,175.51,40.275,0.13858,0,20574
3.0419,7.5386,0.18216,0.1,175.37,40.283,0.13218,0,20516
3.0438,7.6383,0.18216,0.1,175.24,40.292,0.12571,0,20459
3.0456,7.7394,0.18216,0.1,175.1,40.3,0.11947,0,20403
3.0473,7.8419,0.18216,0.1,174.97,40.308,0.11368,0,20349
3.049,7.9459,0.18216,0.1,174.84,40.316,0.10846,0,20296
3.0507,8.0512,0.18216,0.1,174.72,40.324,0.10386,0,20245
3.0523,8.1581,0.18216,0.1,174.6,40.331,0.099894,0,20195
3.0539,8.2664,0.18216,0.1,174.48,40.339,0.096487,0,20147
3.0554,8.3763,0.18216,0.1,174.37,40.346,0.093546,0,20101
3.0569,8.4876,0.18216,0.1,174.26,40.352,0.090958,0,20056
3.0583,8.6006,0.18216,0.1,174.15,40.359,0.088592,0,20012
3.0597,8.7151,0.18216,0.1,174.04,40.366,0.086328,0,19969
3.0611,8.8312,0.18216,0.1,173.94,40.372,0.084045,0,19927
3.0625,8.9489,0.18216,0.1,173.84,40.378,0.081646,0,19886
3.0638,9.0682,0.18216,0.1,173.74,40.384,0.079044,0,19846
3.0651,9.1892,0.18216,0.1,173.65,40.39,0.076163,0,19808
3.0663,9.3119,0.18216,0.1,173.56,40.396,0.072963,0,19770
3.0675,9.4363,0.18216,0.1,173.47,40.401,0.069334,0,19735
3.0685,9.5625,0.18216,0.1,173.4,40.406,0.065331,0,19701
3.0689,9.6904,0.18216,0.1,173.37,40.407,0.060325,0,19678
3.0688,9.82,0.18216,0.1,173.37,40.407,0.054374,0,19677
3.0686,9.9515,0.18216,0.1,173.39,40.406,0.048265,0,19680
3.0681,10.085,0.18216,0.1,173.43,40.404,0.041857,0,19689
3.0668,10.22,0.18216,0.1,173.52,40.398,0.034832,0,19711
3.0639,10.357,0.18216,0.1,173.74,40.385,0.026472,0,19764
3.0575,10.496,0.18216,0.1,174.21,40.356,0.015218,0,19881
3.0437,10.637,0.18216,0.1,175.24,40.292,-0.0023341,0,20137
3.0134,10.78,0.18216,0.1,177.54,40.15,-0.033839,0,20699
2.9457,10.925,0.18216,0.1,182.82,39.821,-0.097661,0,21959
2.7916,11.071,0.18216,0.1,195.74,39.009,-0.24246,0,24918
2.4565,11.22,0.18216,0.1,228,36.866,-0.60657,0,32403
1.8135,11.371,0.18216,0.1,313.92,31.169,-1.6374,0,52618
1.1446,11.524,0.18216,0.1,403.45,22.286,-4.1138,0,1.0711e+05
0.80667,11.68,0.18216,0.1,439.28,16.301,-4.233,0,1.8075e+05
0.74837,11.837,0.18216,0.1,444.96,15.668,-1.442,0,2.1081e+05
0.82503,11.997,0.18216,0.1,436.18,17.218,0.16497,0,1.9669e+05
0.9281,12.158,0.18216,0.1,424.19,19.092,0.71085,0,1.7318e+05
1.0165,12.322,0.18216,0.1,412.76,20.629,0.8636,0,1.5156e+05
1.0761,12.489,0.18216,0.1,405,21.639,0.81182,0,1.3795e+05
1.1143,12.657,0.18216,0.1,400.19,22.281,0.64921,0,1.2942e+05
1.1364,12.828,0.18216,0.1,397.45,22.651,0.44911,0,1.2436e+05
1.1464,13.002,0.18216,0.1,396.22,22.817,0.27404,0,1.2176e+05
1.1487,13.178,0.18216,0.1,395.88,22.856,0.15066,0,1.2094e+05
1.1487,13.356,0.18216,0.1,395.74,22.851,0.054212,0,1.2093e+05
1.1483,13.537,0.18216,0.1,395.56,22.838,-0.030634,0,1.21e+05
1.1471,13.72,0.18216,0.1,395.41,22.809,-0.085725,0,1.2119e+05
1.1454,13.906,0.18216,0.1,395.24,22.771,-0.083102,0,1.2159e+05
1.1446,14.094,0.18216,0.1,394.97,22.748,-0.059496,0,1.2197e+05
1.1451,14.285,0.18216,0.1,394.56,22.746,-0.051757,0,1.2207e+05
1.1461,14.479,0.18216,0.1,394.09,22.752,-0.041943,0,1.2204e+05
1.1474,14.675,0.18216,0.1,393.71,22.766,-0.028143,0,1.2196e+05
1.1495,14.874,0.18216,0.1,393.32,22.796,-0.0084393,0,1.2177e+05
1.1535,15.076,0.18216,0.1,392.66,22.857,0.020697,0,1.2137e+05
1.1599,15.281,0.18216,0.1,391.44,22.949,0.052447,0,1.2055e+05
1.1673,15.488,0.18216,0.1,389.84,23.048,0.062815,0,1.1949e+05
1.1738,15.699,0.18216,0.1,388.38,23.131,0.048382,0,1.1855e+05
1.1786,15.912,0.18216,0.1,387.31,23.195,0.029343,0,1.1782e+05
1.1821,16.128,0.18216,0.1,386.62,23.242,0.016424,0,1.1728e+05
1.1846,16.347,0.18216,0.1,386.26,23.281,0.010156,0,1.1686e+05
1.1866,16.57,0.18216,0.1,386.08,23.314,0.0078538,0,1.1652e+05
1.1884,16.795,0.18216,0.1,385.95,23.346,0.0071795,0,1.1619e+05
1.1902,17.024,0.18216,0.1,385.83,23.378,0.0075781,0,1.1588e+05
1.1922,17.256,0.18216,0.1,385.6,23.41,0.0087158,0,1.1557e+05
1.1939,17.491,0.18216,0.1,385.36,23.438,0.010068,0,1.1524e+05
1.1958,17.729,0.18216,0.1,384.73,23.456,0.011988,0,1.1502e+05
1.1964,17.971,0.18216,0.1,385.71,23.497,0.014917,0,1.1487e+05
1.2011,18.216,0.18216,0.1,383.85,23.531,0.016813,0,1.142e+05
2.055,1.3693,0.19107,0.1,271.07,33.519,4.6048,0,95959
2.068,1.3831,0.19107,0.1,269.51,33.634,4.611,0,94025
2.0808,1.3971,0.19107,0.1,267.97,33.746,4.6273,0,92178
2.0937,1.4113,0.19107,0.1,266.43,33.856,4.6575,0,90378
2.1071,1.4257,0.19107,0.1,264.84,33.966,4.7063,0,88573
2.1214,1.4403,0.19107,0.1,263.16,34.079,4.7784,0,86715
2.1368,1.455,0.19107,0.1,261.35,34.197,4.877,0,84764
2.1534,1.47,0.19107,0.1,259.41,34.32,5.0031,0,82698
2.1714,1.4852,0.19107,0.1,257.33,34.448,5.1548,0,80519
2.1906,1.5007,0.19107,0.1,255.13,34.58,5.3281,0,78244
2.2107,1.5163,0.19107,0.1,252.84,34.715,5.5172,0,75904
2.2316,1.5321,0.19107,0.1,250.48,34.852,5.7161,0,73531
2.2531,1.5482,0.19107,0.1,248.08,34.989,5.9186,0,71156
2.275,1.5645,0.19107,0.1,245.66,35.126,6.1194,0,68808
2.297,1.581,0.19107,0.1,243.24,35.262,6.3138,0,66509
2.3192,1.5978,0.19107,0.1,240.83,35.397,6.4987,0,64274
2.3412,1.6147,0.19107,0.1,238.46,35.53,6.6717,0,62116
2.3629,1.632,0.19107,0.1,236.16,35.661,6.8308,0,60042
2.3843,1.6494,0.19107,0.1,233.93,35.791,6.975,0,58055
2.4052,1.6671,0.19107,0.1,231.78,35.919,7.1042,0,56158
2.4256,1.6851,0.19107,0.1,229.71,36.045,7.2184,0,54350
2.4455,1.7033,0.19107,0.1,227.72,36.169,7.3176,0,52628
2.465,1.7217,0.19107,0.1,225.78,36.29,7.4028,0,50992
2.4843,1.7404,0.19107,0.1,223.87,36.41,7.4746,0,49439
2.5033,1.7594,0.19107,0.1,222,36.527,7.5334,0,47966
2.5221,1.7786,0.19107,0.1,220.14,36.643,7.5793,0,46569
2.5407,1.7981,0.19107,0.1,218.29,36.756,7.6129,0,45244
2.559,1.8179,0.19107,0.1,216.48,36.867,7.6346,0,43990
2.5769,1.8379,0.19107,0.1,214.72,36.977,7.6447,0,42801
2.5941,1.8583,0.19107,0.1,213.05,37.084,7.6434,0,41675
2.6106,1.8789,0.19107,0.1,211.49,37.19,7.6309,0,40609
2.6262,1.8998,0.19107,0.1,210.05,37.294,7.6074,0,39600
2.641,1.9209,0.19107,0.1,208.72,37.396,7.5731,0,38645
2.6552,1.9424,0.19107,0.1,207.47,37.496,7.5281,0,37741
2.6689,1.9642,0.19107,0.1,206.27,37.594,7.4723,0,36885
2.6822,1.9863,0.19107,0.1,205.1,37.691,7.4051,0,36076
2.6954,2.0087,0.19107,0.1,203.92,37.787,7.3272,0,35312
2.7086,2.0314,0.19107,0.1,202.73,37.88,7.2389,0,34593
2.7218,2.0544,0.19107,0.1,201.53,37.973,7.1415,0,33909
2.735,2.0777,0.19107,0.1,200.33,38.065,7.0364,0,33254
2.7478,2.1014,0.19107,0.1,199.17,38.157,6.9218,0,32619
2.7602,2.1254,0.19107,0.1,198.07,38.247,6.7946,0,32004
2.7716,2.1497,0.19107,0.1,197.07,38.336,6.6507,0,31426
2.7819,2.1744,0.19107,0.1,196.2,38.422,6.4865,0,30900
2.7909,2.1994,0.19107,0.1,195.45,38.505,6.3006,0,30433
2.7989,2.2248,0.19107,0.1,194.8,38.585,6.0945,0,30017
2.8061,2.2505,0.19107,0.1,194.21,38.662,5.8699,0,29642
2.8128,2.2766,0.19107,0.1,193.67,38.737,5.628,0,29304
2.819,2.303,0.19107,0.1,193.16,38.809,5.3701,0,28998
2.825,2.3298,0.19107,0.1,192.66,38.879,5.0982,0,28718
2.8309,2.357,0.19107,0.1,192.17,38.946,4.815,0,28456
2.8368,2.3845,0.19107,0.1,191.67,39.012,4.5241,0,28205
2.8429,2.4125,0.19107,0.1,191.15,39.076,4.2294,0,27954
2.8494,2.4408,0.19107,0.1,190.6,39.14,3.9351,0,27694
2.8565,2.4695,0.19107,0.1,190,39.204,3.645,0,27416
2.8643,2.4986,0.19107,0.1,189.34,39.269,3.3623,0,27115
2.8728,2.5282,0.19107,0.1,188.63,39.334,3.0894,0,26785
2.8821,2.5581,0.19107,0.1,187.86,39.401,2.8278,0,26426
2.8922,2.5884,0.19107,0.1,187.03,39.469,2.5784,0,26039
2.9029,2.6192,0.19107,0.1,186.16,39.538,2.3409,0,25629
2.9142,2.6504,0.19107,0.1,185.25,39.607,2.115,0,25199
2.926,2.6821,0.19107,0.1,184.3,39.677,1.8997,0,24755
2.9381,2.7141,0.19107,0.1,183.34,39.747,1.6941,0,24302
2.9506,2.7467,0.19107,0.1,182.36,39.816,1.4974,0,23846
2.9632,2.7797,0.19107,0.1,181.37,39.884,1.3084,0,23390
2.9759,2.8131,0.19107,0.1,180.38,39.951,1.1264,0,22939
2.9885,2.847,0.19107,0.1,179.4,40.017,0.95049,0,22496
3.0011,2.8814,0.19107,0.1,178.44,40.081,0.78014,0,22065
3.0135,2.9162,0.19107,0.1,177.49,40.143,0.61488,0,21646
3.0257,2.9516,0.19107,0.1,176.57,40.202,0.45453,0,21244
3.0375,2.9874,0.19107,0.1,175.68,40.259,0.29889,0,20858
3.0491,3.0237,0.19107,0.1,174.82,40.314,0.1475,0,20489
3.0602,3.0606,0.19107,0.1,173.99,40.365,0.00072282,0,20138
3.0709,3.0979,0.19107,0.1,173.2,40.414,-0.13977,0,19809
3.0808,3.1358,0.19107,0.1,172.47,40.458,-0.27248,0,19505
3.09,3.1742,0.19107,0.1,171.8,40.499,-0.3965,0,19227
3.0983,3.2131,0.19107,0.1,171.19,40.534,-0.51045,0,18977
3.1055,3.2526,0.19107,0.1,170.67,40.565,-0.61233,0,18759
3.1113,3.2926,0.19107,0.1,170.25,40.59,-0.69917,0,18577
3.1154,3.3332,0.19107,0.1,169.95,40.607,-0.76704,0,18438
3.1176,3.3744,0.19107,0.1,169.8,40.616,-0.81063,0,18351
3.118,3.4161,0.19107,0.1,169.77,40.618,-0.83416,0,18322
3.1174,3.4584,0.19107,0.1,169.82,40.615,-0.84809,0,18326
3.1158,3.5013,0.19107,0.1,169.94,40.609,-0.85131,0,18348
3.1125,3.5448,0.19107,0.1,170.19,40.595,-0.8323,0,18404
3.1065,3.5889,0.19107,0.1,170.61,40.569,-0.77446,0,18524
3.0977,3.6336,0.19107,0.1,171.25,40.531,-0.67558,0,18737
3.0874,3.6789,0.19107,0.1,172,40.487,-0.55686,0,19020
3.0774,3.7249,0.19107,0.1,172.74,40.443,-0.43904,0,19314
3.0687,3.7715,0.19107,0.1,173.38,40.405,-0.33302,0,19585
3.0616,3.8187,0.19107,0.1,173.91,40.373,-0.24582,0,19815
3.0561,3.8666,0.19107,0.1,174.31,40.348,-0.18127,0,19999
3.052,3.9152,0.19107,0.1,174.62,40.33,-0.13965,0,20140
3.049,3.9645,0.19107,0.1,174.84,40.316,-0.11748,0,20244
3.047,4.0144,0.19107,0.1,174.99,40.307,-0.10966,0,20316
3.0455,4.065,0.19107,0.1,175.1,40.3,-0.11179,0,20366
3.0444,4.1164,0.19107,0.1,175.19,40.295,-0.1207,0,20402
3.0434,4.1684,0.19107,0.1,175.26,40.291,-0.13374,0,20432
3.0425,4.2212,0.19107,0.1,175.33,40.287,-0.14839,0,20460
3.0417,4.2747,0.19107,0.1,175.4,40.283,-0.16266,0,20487
3.0408,4.329,0.19107,0.1,175.46,40.279,-0.17529,0,20513
3.0399,4.384,0.19107,0.1,175.53,40.274,-0.18585,0,20540
3.0389,4.4398,0.19107,0.1,175.6,40.27,-0.19438,0,20568
3.0379,4.4963,0.19107,0.1,175.68,40.265,-0.20101,0,20599
3.0368,4.5537,0.19107,0.1,175.77,40.26,-0.20573,0,20632
3.0356,4.6118,0.19107,0.1,175.85,40.255,-0.20848,0,20666
3.0344,4.6708,0.19107,0.1,175.95,40.249,-0.20926,0,20703
3.0332,4.7306,0.19107,0.1,176.04,40.244,-0.20814,0,20740
3.0319,4.7912,0.19107,0.1,176.14,40.238,-0.20523,0,20778
3.0306,4.8526,0.19107,0.1,176.23,40.232,-0.20064,0,20817
3.0293,4.9149,0.19107,0.1,176.33,40.226,-0.19448,0,20856
3.028,4.9781,0.19107,0.1,176.43,40.22,-0.18682,0,20897
3.0267,5.0421,0.19107,0.1,176.53,40.214,-0.17776,0,20937
3.0254,5.1071,0.19107,0.1,176.63,40.208,-0.16739,0,20978
3.0241,5.1729,0.19107,0.1,176.73,40.202,-0.15582,0,21018
3.0229,5.2397,0.19107,0.1,176.82,40.197,-0.14318,0,21056
3.0218,5.3074,0.19107,0.1,176.91,40.191,-0.12962,0,21093
3.0207,5.376,0.19107,0.1,176.99,40.186,-0.11536,0,21128
3.0197,5.4456,0.19107,0.1,177.06,40.182,-0.10056,0,21160
3.0189,5.5162,0.19107,0.1,177.13,40.178,-0.08537,0,21188
3.0182,5.5878,0.19107,0.1,177.18,40.175,-0.069829,0,21211
3.0177,5.6603,0.19107,0.1,177.22,40.173,-0.053951,0,21230
3.0175,5.7339,0.19107,0.1,177.23,40.172,-0.037655,0,21241
3.0175,5.8084,0.19107,0.1,177.23,40.172,-0.020961,0,21243
3.0176,5.8841,0.19107,0.1,177.23,40.172,-0.0040219,0,21242
3.0177,5.9607,0.19107,0.1,177.22,40.173,0.013158,0,21239
3.018,6.0385,0.19107,0.1,177.19,40.174,0.030568,0,21233
3.0186,6.1173,0.19107,0.1,177.15,40.177,0.048186,0,21220
3.0193,6.1972,0.19107,0.1,177.1,40.18,0.065781,0,21199
3.0202,6.2782,0.19107,0.1,177.03,40.184,0.082954,0,21172
3.0213,6.3604,0.19107,0.1,176.95,40.189,0.099321,0,21141
3.0224,6.4437,0.19107,0.1,176.86,40.195,0.11447,0,21107
3.0236,6.5282,0.19107,0.1,176.77,40.2,0.12799,0,21070
3.025,6.6138,0.19107,0.1,176.67,40.206,0.13952,0,21030
3.0263,6.7006,0.19107,0.1,176.56,40.213,0.14883,0,20988
3.0278,6.7887,0.19107,0.1,176.45,40.219,0.15575,0,20944
3.0293,6.8779,0.19107,0.1,176.34,40.226,0.16023,0,20897
3.0309,6.9684,0.19107,0.1,176.21,40.234,0.16233,0,20849
3.0326,7.0602,0.19107,0.1,176.09,40.242,0.16219,0,20798
3.0343,7.1533,0.19107,0.1,175.96,40.25,0.16005,0,20745
3.0361,7.2476,0.19107,0.1,175.82,40.258,0.15624,0,20691
3.038,7.3433,0.19107,0.1,175.68,40.266,0.15115,0,20634
3.0399,7.4403,0.19107,0.1,175.54,40.275,0.14517,0,20577
3.0417,7.5386,0.19107,0.1,175.4,40.284,0.1387,0,20520
3.0436,7.6383,0.19107,0.1,175.26,40.292,0.1321,0,20463
3.0454,7.7394,0.19107,0.1,175.12,40.301,0.12568,0,20407
3.0472,7.8419,0.19107,0.1,174.99,40.309,0.11966,0,20352
3.0489,7.9459,0.19107,0.1,174.86,40.317,0.11419,0,20299
3.0506,8.0512,0.19107,0.1,174.73,40.325,0.10935,0,20247
3.0522,8.1581,0.19107,0.1,174.61,40.332,0.10514,0,20197
3.0538,8.2664,0.19107,0.1,174.49,40.339,0.10151,0,20149
3.0554,8.3763,0.19107,0.1,174.38,40.346,0.098362,0,20102
3.0568,8.4876,0.19107,0.1,174.27,40.353,0.09559,0,20057
3.0583,8.6006,0.19107,0.1,174.16,40.36,0.093054,0,20013
3.0597,8.7151,0.19107,0.1,174.05,40.366,0.090632,0,19970
3.0611,8.8312,0.19107,0.1,173.95,40.373,0.088194,0,19928
3.0625,8.9489,0.19107,0.1,173.85,40.379,0.085645,0,19887
3.0638,9.0682,0.19107,0.1,173.75,40.385,0.082884,0,19847
3.0651,9.1892,0.19107,0.1,173.65,40.391,0.079844,0,19809
3.0663,9.3119,0.19107,0.1,173.56,40.396,0.076466,0,19771
3.0675,9.4363,0.19107,0.1,173.47,40.402,0.072661,0,19737
3.0685,9.5625,0.19107,0.1,173.4,40.406,0.068433,0,19703
3.0689,9.6904,0.19107,0.1,173.37,40.408,0.063148,0,19680
3.0689,9.82,0.19107,0.1,173.37,40.408,0.056954,0,19679
3.0687,9.9515,0.19107,0.1,173.39,40.407,0.050595,0,19682
3.0681,10.085,0.19107,0.1,173.43,40.404,0.04392,0,19691
3.0668,10.22,0.19107,0.1,173.52,40.398,0.036577,0,19714
3.0639,10.357,0.19107,0.1,173.74,40.385,0.027784,0,19767
3.0575,10.496,0.19107,0.1,174.22,40.356,0.015859,0,19886
3.0435,10.637,0.19107,0.1,175.26,40.291,-0.0028271,0,20144
3.0129,10.78,0.19107,0.1,177.58,40.148,-0.036425,0,20712
2.9446,10.925,0.19107,0.1,182.92,39.816,-0.10454,0,21984
2.789,11.071,0.19107,0.1,195.97,38.995,-0.25933,0,24975
2.4513,11.22,0.19107,0.1,228.58,36.828,-0.6487,0,32541
1.806,11.371,0.19107,0.1,315.02,31.079,-1.7538,0,52973
1.1449,11.524,0.19107,0.1,403.15,22.251,-4.3342,0,1.0774e+05
0.81591,11.68,0.19107,0.1,437.68,16.409,-4.4465,0,1.8005e+05
0.75568,11.837,0.19107,0.1,444.28,15.797,-1.5352,0,2.089e+05
0.8289,11.997,0.19107,0.1,435.83,17.291,0.1821,0,1.9557e+05
0.93062,12.158,0.19107,0.1,423.63,19.129,0.76994,0,1.7278e+05
1.0185,12.322,0.19107,0.1,412.18,20.654,0.91418,0,1.5145e+05
1.078,12.489,0.19107,0.1,404.37,21.658,0.85178,0,1.3797e+05
1.1162,12.657,0.19107,0.1,399.48,22.298,0.67918,0,1.295e+05
1.1384,12.828,0.19107,0.1,396.71,22.668,0.46946,0,1.2446e+05
1.1485,13.002,0.19107,0.1,395.47,22.837,0.28536,0,1.2185e+05
1.1511,13.178,0.19107,0.1,395.07,22.878,0.15694,0,1.2101e+05
1.1512,13.356,0.19107,0.1,394.87,22.875,0.058766,0,1.2098e+05
1.1509,13.537,0.19107,0.1,394.67,22.863,-0.029279,0,1.2104e+05
1.1498,13.72,0.19107,0.1,394.45,22.836,-0.088745,0,1.2121e+05
1.1484,13.906,0.19107,0.1,394.17,22.8,-0.089147,0,1.2159e+05
1.1479,14.094,0.19107,0.1,393.75,22.777,-0.065191,0,1.2196e+05
1.1485,14.285,0.19107,0.1,393.19,22.774,-0.055518,0,1.2207e+05
1.1497,14.479,0.19107,0.1,392.62,22.78,-0.044107,0,1.2204e+05
1.151,14.675,0.19107,0.1,392.19,22.794,-0.02893,0,1.2196e+05
1.1532,14.874,0.19107,0.1,391.75,22.825,-0.0079562,0,1.2176e+05
1.1575,15.076,0.19107,0.1,390.92,22.885,0.022264,0,1.2135e+05
1.1642,15.281,0.19107,0.1,389.55,22.977,0.054119,0,1.2054e+05
1.1714,15.488,0.19107,0.1,388.01,23.074,0.064255,0,1.1949e+05
1.1776,15.699,0.19107,0.1,386.69,23.157,0.049919,0,1.1856e+05
1.1822,15.912,0.19107,0.1,385.78,23.22,0.030652,0,1.1783e+05
1.1854,16.128,0.19107,0.1,385.28,23.268,0.017434,0,1.1728e+05
1.1877,16.347,0.19107,0.1,385.09,23.306,0.010964,0,1.1687e+05
1.1895,16.57,0.19107,0.1,385.02,23.34,0.0085341,0,1.1652e+05
1.1912,16.795,0.19107,0.1,384.95,23.372,0.0078678,0,1.162e+05
1.193,17.024,0.19107,0.1,384.83,23.404,0.0082693,0,1.1588e+05
1.1952,17.256,0.19107,0.1,384.5,23.436,0.0093317,0,1.1556e+05
1.1971,17.491,0.19107,0.1,384.16,23.463,0.010488,0,1.1524e+05
1.1991,17.729,0.19107,0.1,383.46,23.481,0.012234,0,1.1502e+05
1.1997,17.971,0.19107,0.1,384.43,23.522,0.015523,0,1.1487e+05
1.2043,18.216,0.19107,0.1,382.62,23.556,0.017777,0,1.142e+05
2.0569,1.3693,0.19932,0.1,270.83,33.498,4.8638,0,95445
2.0706,1.3831,0.19932,0.1,269.19,33.621,4.8626,0,93441
2.0844,1.3971,0.19932,0.1,267.53,33.742,4.8771,0,91492
2.0989,1.4113,0.19932,0.1,265.82,33.864,4.9141,0,89535
2.1143,1.4257,0.19932,0.1,263.99,33.989,4.9803,0,87508
2.1311,1.4403,0.19932,0.1,262.02,34.119,5.0803,0,85367
2.1493,1.455,0.19932,0.1,259.9,34.254,5.2151,0,83098
2.1688,1.47,0.19932,0.1,257.64,34.392,5.3821,0,80712
2.1895,1.4852,0.19932,0.1,255.27,34.533,5.5756,0,78244
2.211,1.5007,0.19932,0.1,252.83,34.674,5.7879,0,75736
2.2329,1.5163,0.19932,0.1,250.36,34.814,6.0109,0,73232
2.2551,1.5321,0.19932,0.1,247.9,34.952,6.2372,0,70766
2.2772,1.5482,0.19932,0.1,245.47,35.087,6.46,0,68364
2.2993,1.5645,0.19932,0.1,243.08,35.219,6.6741,0,66044
2.3211,1.581,0.19932,0.1,240.74,35.349,6.8756,0,63817
2.3428,1.5978,0.19932,0.1,238.42,35.477,7.0618,0,61685
2.3644,1.6147,0.19932,0.1,236.11,35.602,7.2312,0,59650
2.3858,1.632,0.19932,0.1,233.83,35.725,7.3831,0,57718
2.4067,1.6494,0.19932,0.1,231.62,35.847,7.5171,0,55882
2.4273,1.6671,0.19932,0.1,229.46,35.966,7.6336,0,54137
2.4474,1.6851,0.19932,0.1,227.39,36.085,7.7331,0,52481
2.4667,1.7033,0.19932,0.1,225.44,36.201,7.8161,0,50910
2.4853,1.7217,0.19932,0.1,223.6,36.317,7.8837,0,49417
2.5033,1.7404,0.19932,0.1,221.86,36.43,7.9367,0,48000
2.5206,1.7594,0.19932,0.1,220.2,36.542,7.9759,0,46659
2.5373,1.7786,0.19932,0.1,218.62,36.652,8.0015,0,45389
2.5538,1.7981,0.19932,0.1,217.07,36.761,8.0141,0,44188
2.57,1.8179,0.19932,0.1,215.53,36.867,8.0143,0,43051
2.5861,1.8379,0.19932,0.1,213.98,36.972,8.0024,0,41974
2.6022,1.8583,0.19932,0.1,212.4,37.075,7.9789,0,40956
2.618,1.8789,0.19932,0.1,210.87,37.177,7.9442,0,39994
2.6331,1.8998,0.19932,0.1,209.41,37.276,7.8987,0,39085
2.6475,1.9209,0.19932,0.1,208.07,37.375,7.8427,0,38225
2.6609,1.9424,0.19932,0.1,206.85,37.471,7.7761,0,37411
2.6735,1.9642,0.19932,0.1,205.74,37.566,7.6989,0,36642
2.6854,1.9863,0.19932,0.1,204.71,37.66,7.6117,0,35918
2.6968,2.0087,0.19932,0.1,203.73,37.752,7.5158,0,35231
2.7082,2.0314,0.19932,0.1,202.75,37.843,7.4125,0,34576
2.7198,2.0544,0.19932,0.1,201.75,37.934,7.3016,0,33942
2.7314,2.0777,0.19932,0.1,200.71,38.024,7.1811,0,33327
2.7429,2.1014,0.19932,0.1,199.67,38.112,7.047,0,32746
2.7537,2.1254,0.19932,0.1,198.69,38.197,6.8949,0,32211
2.7637,2.1497,0.19932,0.1,197.78,38.28,6.7233,0,31728
2.7725,2.1744,0.19932,0.1,196.98,38.36,6.5328,0,31300
2.7804,2.1994,0.19932,0.1,196.29,38.437,6.3246,0,30920
