"Ma","Points:0","Points:1","Points:2","T","U:0","U:1","U:2","p"
0.27983,0.41062,0.20104,0,492.29,5.9767,-1.6803,-1.1694e-19,7.9934e+05
0.28593,0.4218,0.19765,0,491.95,6.0924,-1.7599,-2.932e-20,7.975e+05
0.29238,0.4329,0.19409,0,491.59,6.2167,-1.8362,1.6226e-19,7.9551e+05
0.23218,0.21196,0.24598,0,494.67,5.1449,-0.4415,-4.1831e-20,8.1217e+05
0.23216,0.22392,0.24568,0,494.67,5.1398,-0.49286,-1.0182e-19,8.1219e+05
0.23233,0.23586,0.24517,0,494.66,5.1379,-0.54884,-3.405e-19,8.1217e+05
0.23275,0.2478,0.24447,0,494.64,5.1404,-0.60953,-7.1584e-20,8.121e+05
0.23346,0.25971,0.24356,0,494.61,5.1479,-0.67471,2.2984e-19,8.1194e+05
0.23445,0.2716,0.24245,0,494.56,5.1605,-0.74373,-1.8552e-19,8.1171e+05
0.23575,0.28346,0.24115,0,494.5,5.1785,-0.8161,2.1071e-19,8.1141e+05
0.23738,0.29528,0.23964,0,494.43,5.2022,-0.89169,-5.3973e-19,8.1102e+05
0.23935,0.30707,0.23794,0,494.34,5.2322,-0.97035,-8.5373e-19,8.1053e+05
0.24168,0.31882,0.23604,0,494.23,5.2687,-1.0519,-3.2443e-19,8.0995e+05
0.2444,0.33052,0.23395,0,494.1,5.3122,-1.136,-6.3281e-19,8.0925e+05
0.24751,0.34216,0.23166,0,493.95,5.3632,-1.2223,4.0949e-19,8.0845e+05
0.25105,0.35375,0.22918,0,493.78,5.4222,-1.3104,9.7539e-19,8.0751e+05
0.25501,0.36528,0.2265,0,493.58,5.4897,-1.3997,1.3086e-18,8.0645e+05
0.25943,0.37674,0.22364,0,493.36,5.5661,-1.4897,-8.6293e-20,8.0525e+05
0.26431,0.38813,0.22058,0,493.11,5.6524,-1.5795,-9.7505e-19,8.0389e+05
0.26966,0.39945,0.21734,0,492.83,5.7489,-1.6687,-3.1287e-21,8.0237e+05
0.27547,0.41068,0.21392,0,492.52,5.8555,-1.7565,5.1478e-20,8.0068e+05
0.2817,0.42184,0.21031,0,492.19,5.9717,-1.8418,1.0931e-18,7.9883e+05
0.28828,0.4329,0.20652,0,491.82,6.0968,-1.9236,9.2477e-19,7.9681e+05
0.22954,0.21198,0.2597,0,494.79,5.0876,-0.43031,-5.4543e-20,8.1283e+05
0.22929,0.22395,0.25937,0,494.8,5.0771,-0.48419,-1.4491e-19,8.1291e+05
0.22923,0.23592,0.25884,0,494.8,5.0698,-0.54313,-5.4052e-19,8.1295e+05
0.22941,0.24786,0.2581,0,494.79,5.0667,-0.60691,-2.5862e-19,8.1293e+05
0.22991,0.25979,0.25714,0,494.77,5.0689,-0.6756,2.3826e-19,8.1284e+05
0.23073,0.27169,0.25597,0,494.73,5.0771,-0.7488,-3.6299e-19,8.1267e+05
0.23189,0.28357,0.25459,0,494.68,5.0909,-0.82558,-4.8386e-19,8.124e+05
0.23338,0.2954,0.253,0,494.61,5.1105,-0.90554,4.0005e-20,8.1205e+05
0.23522,0.3072,0.25121,0,494.53,5.1364,-0.98872,1.0133e-19,8.1161e+05
0.23744,0.31895,0.2492,0,494.42,5.1689,-1.0751,4.7193e-19,8.1106e+05
0.24007,0.33065,0.24699,0,494.3,5.2087,-1.1644,-5.3662e-19,8.1041e+05
0.24312,0.3423,0.24457,0,494.16,5.2562,-1.2564,5.4243e-20,8.0964e+05
0.24662,0.35388,0.24195,0,493.99,5.3121,-1.3508,1.3198e-20,8.0873e+05
0.25059,0.3654,0.23913,0,493.8,5.3769,-1.4471,-2.119e-18,8.0769e+05
0.25505,0.37685,0.2361,0,493.58,5.4514,-1.5446,-3.1665e-18,8.0649e+05
0.25998,0.38823,0.23288,0,493.33,5.5356,-1.6424,-2.0967e-18,8.0514e+05
0.26539,0.39953,0.22946,0,493.05,5.6299,-1.7394,-1.5074e-20,8.0363e+05
0.27127,0.41074,0.22584,0,492.75,5.7349,-1.8343,1.0712e-18,8.0195e+05
0.2776,0.42187,0.22203,0,492.41,5.8509,-1.9257,-1.0186e-19,8.0009e+05
0.28434,0.4329,0.21803,0,492.04,5.9769,-2.0128,1.2489e-19,7.9806e+05
0.22698,0.21199,0.2724,0,494.9,5.0324,-0.41396,1.351e-19,8.1345e+05
0.22648,0.22398,0.27206,0,494.92,5.0164,-0.47024,2.5282e-19,8.136e+05
0.22619,0.23596,0.2715,0,494.94,5.0038,-0.53229,6.3772e-19,8.137e+05
0.22616,0.24793,0.27072,0,494.94,4.9955,-0.59944,4.7916e-19,8.1374e+05
0.22644,0.25987,0.26972,0,494.92,4.9925,-0.67133,-3.5213e-20,8.1371e+05
0.22709,0.27178,0.26849,0,494.89,4.9959,-0.7481,5.3393e-19,8.1359e+05
0.2281,0.28367,0.26704,0,494.85,5.0059,-0.82896,5.9306e-19,8.1337e+05
0.22947,0.29551,0.26538,0,494.79,5.0217,-0.91295,-4.2115e-20,8.1305e+05
0.23118,0.30732,0.26349,0,494.71,5.0437,-0.99997,-7.8464e-20,8.1265e+05
0.23329,0.31907,0.26139,0,494.61,5.0723,-1.0901,-3.8513e-21,8.1214e+05
0.2358,0.33078,0.25907,0,494.5,5.1081,-1.1831,1.0688e-18,8.1153e+05
0.23875,0.34242,0.25653,0,494.36,5.1517,-1.279,1.0262e-18,8.108e+05
0.24215,0.354,0.25378,0,494.2,5.2038,-1.3775,-1.1359e-18,8.0993e+05
0.24605,0.36552,0.25082,0,494.02,5.265,-1.4782,-2.1221e-18,8.0893e+05
0.25046,0.37696,0.24765,0,493.8,5.3363,-1.5805,-1.015e-18,8.0777e+05
0.25541,0.38832,0.24427,0,493.56,5.4186,-1.6836,6.9616e-20,8.0644e+05
0.26092,0.39961,0.24068,0,493.28,5.5127,-1.7862,-1.2134e-18,8.0493e+05
0.26696,0.4108,0.23689,0,492.97,5.6188,-1.8868,-1.2301e-18,8.0324e+05
0.27347,0.4219,0.23289,0,492.63,5.7363,-1.9841,1.1627e-19,8.0135e+05
0.2804,0.4329,0.22869,0,492.26,5.8641,-2.077,2.5679e-18,7.9929e+05
0.22452,0.21201,0.28416,0,495.01,4.9797,-0.39317,1.352e-19,8.1405e+05
0.22376,0.22401,0.28381,0,495.04,4.9579,-0.45181,1.3548e-19,8.1426e+05
0.22323,0.23601,0.28323,0,495.07,4.9398,-0.51693,2.4376e-19,8.1443e+05
0.223,0.24798,0.28241,0,495.08,4.9267,-0.58769,-5.3875e-21,8.1452e+05
0.22309,0.25994,0.28136,0,495.07,4.9191,-0.66304,5.7752e-21,8.1453e+05
0.22355,0.27187,0.28009,0,495.05,4.9179,-0.74309,2.3826e-19,8.1447e+05
0.22442,0.28376,0.27858,0,495.01,4.9239,-0.828,5.5291e-19,8.1429e+05
0.22569,0.29561,0.27684,0,494.96,4.9364,-0.91664,-1.3606e-20,8.1401e+05
0.22731,0.30742,0.27487,0,494.89,4.955,-1.0084,-5.6027e-19,8.1363e+05
0.22933,0.31919,0.27268,0,494.79,4.9801,-1.1035,-4.7567e-19,8.1316e+05
0.23176,0.33089,0.27026,0,494.69,5.0124,-1.2019,-7.8049e-20,8.1257e+05
0.23465,0.34254,0.26761,0,494.55,5.0525,-1.3034,-1.8991e-18,8.1187e+05
0.23801,0.35412,0.26474,0,494.4,5.1011,-1.4079,-1.1007e-18,8.1103e+05
0.24188,0.36563,0.26165,0,494.22,5.159,-1.515,-4.5014e-20,8.1005e+05
0.24629,0.37706,0.25835,0,494.01,5.2272,-1.6242,-7.3622e-20,8.0892e+05
0.25127,0.38841,0.25482,0,493.77,5.3066,-1.7345,1.1591e-18,8.076e+05
0.25682,0.39968,0.25107,0,493.49,5.398,-1.8449,1.0143e-19,8.0611e+05
0.26293,0.41085,0.24712,0,493.18,5.5021,-1.9531,1.4138e-19,8.0442e+05
0.26958,0.42193,0.24295,0,492.84,5.6194,-2.0567,-1.1023e-19,8.0253e+05
0.27669,0.4329,0.23857,0,492.46,5.7489,-2.1547,-2.9716e-18,8.0044e+05
0.22216,0.21202,0.29506,0,495.11,4.9293,-0.36849,-2.9596e-19,8.1461e+05
0.22112,0.22404,0.29469,0,495.16,4.9015,-0.42964,-2.9629e-19,8.1489e+05
0.22035,0.23605,0.29409,0,495.19,4.8778,-0.49796,-2.7613e-19,8.1512e+05
0.21992,0.24804,0.29324,0,495.21,4.8601,-0.57216,-5.9482e-19,8.1527e+05
0.21983,0.26,0.29215,0,495.21,4.8484,-0.65071,-3.9357e-20,8.1533e+05
0.22011,0.27194,0.29083,0,495.2,4.8428,-0.73314,9.8775e-19,8.153e+05
0.22081,0.28384,0.28926,0,495.17,4.8445,-0.82,9.4402e-20,8.1518e+05
0.22194,0.29571,0.28745,0,495.12,4.8536,-0.9107,5.6288e-19,8.1494e+05
0.22345,0.30752,0.28541,0,495.06,4.8689,-1.0045,1.1406e-18,8.146e+05
0.22534,0.31929,0.28313,0,494.97,4.8906,-1.1015,-1.9377e-20,8.1416e+05
0.22765,0.331,0.28062,0,494.87,4.9194,-1.202,-1.1936e-18,8.1362e+05
0.23043,0.34264,0.27787,0,494.74,4.9559,-1.3062,-2.4015e-18,8.1295e+05
0.23369,0.35422,0.2749,0,494.6,5.0009,-1.4138,3.7417e-20,8.1216e+05
0.23748,0.36573,0.27169,0,494.42,5.0553,-1.5248,1.3302e-18,8.1121e+05
0.24184,0.37715,0.26825,0,494.22,5.1202,-1.6387,1.001e-19,8.1011e+05
0.24681,0.38849,0.26459,0,493.98,5.197,-1.7547,-2.1976e-20,8.0883e+05
0.25243,0.39974,0.2607,0,493.71,5.2874,-1.871,1.3206e-18,8.0734e+05
0.25871,0.4109,0.25659,0,493.39,5.3925,-1.9857,1.3632e-18,8.0564e+05
0.26558,0.42195,0.25226,0,493.04,5.5118,-2.0965,1.6406e-18,8.0371e+05
0.27293,0.4329,0.24772,0,492.66,5.6438,-2.2011,3.0169e-19,8.0158e+05
0.21988,0.21204,0.30515,0,495.21,4.8812,-0.34032,-1.3134e-19,8.1514e+05
0.21856,0.22407,0.30477,0,495.27,4.847,-0.40432,-1.4096e-19,8.155e+05
0.21755,0.23609,0.30415,0,495.31,4.818,-0.47653,3.2716e-19,8.1579e+05
0.21695,0.24809,0.30327,0,495.34,4.7961,-0.55534,3.071e-21,8.1599e+05
0.21674,0.26006,0.30215,0,495.35,4.7811,-0.63919,-3.291e-19,8.1608e+05
0.21691,0.27201,0.30077,0,495.33,4.7724,-0.7268,-3.8737e-20,8.1607e+05
0.21751,0.28392,0.29915,0,495.31,4.7708,-0.81834,-6.9184e-19,8.1598e+05
0.21855,0.29579,0.29729,0,495.27,4.7769,-0.91388,-1.3736e-18,8.1577e+05
0.21999,0.30762,0.29517,0,495.21,4.7893,-1.0124,-7.2046e-19,8.1545e+05
0.2218,0.31939,0.29282,0,495.13,4.8077,-1.1139,2.3021e-20,8.1503e+05
0.22403,0.3311,0.29022,0,495.03,4.8329,-1.2186,1.3734e-18,8.1452e+05
0.22672,0.34274,0.28738,0,494.91,4.8656,-1.3269,2.7815e-18,8.1389e+05
0.2299,0.35432,0.2843,0,494.77,4.9067,-1.4388,1.4311e-18,8.1313e+05
0.23362,0.36582,0.28098,0,494.6,4.9571,-1.5544,1.3508e-18,8.1222e+05
0.23793,0.37724,0.27743,0,494.4,5.018,-1.6733,1.3525e-18,8.1115e+05
0.24288,0.38857,0.27364,0,494.17,5.0913,-1.7951,-1.0149e-20,8.099e+05
0.24854,0.3998,0.26962,0,493.9,5.1785,-1.9187,-1.0954e-20,8.0843e+05
0.25489,0.41094,0.26537,0,493.58,5.2809,-2.0414,1.8744e-20,8.0674e+05
0.26191,0.42197,0.26089,0,493.23,5.3998,-2.1594,1.4e-18,8.0482e+05
0.26951,0.4329,0.25619,0,492.84,5.5345,-2.2701,2.9279e-18,8.0265e+05
0.2177,0.21205,0.3145,0,495.3,4.835,-0.30896,1.7012e-19,8.1564e+05
0.21606,0.22409,0.31411,0,495.38,4.794,-0.37563,1.4888e-19,8.1608e+05
0.21477,0.23612,0.31346,0,495.43,4.7591,-0.45033,-1.4841e-20,8.1644e+05
0.21395,0.24813,0.31256,0,495.46,4.7324,-0.53082,-4.2798e-21,8.167e+05
0.21358,0.26012,0.3114,0,495.48,4.7138,-0.61593,-2.1668e-20,8.1683e+05
0.21361,0.27208,0.30999,0,495.48,4.7021,-0.70459,-5.9503e-19,8.1686e+05
0.21407,0.284,0.30832,0,495.46,4.6975,-0.79697,-5.8238e-19,8.168e+05
0.21499,0.29588,0.30639,0,495.42,4.7007,-0.89364,-6.58e-19,8.1662e+05
0.21634,0.3077,0.30422,0,495.36,4.7109,-0.99382,7.2188e-20,8.1633e+05
0.21807,0.31948,0.30179,0,495.29,4.7271,-1.0971,-7.0805e-19,8.1594e+05
0.2202,0.33119,0.29911,0,495.2,4.7496,-1.2039,-6.7967e-20,8.1546e+05
0.22279,0.34284,0.29618,0,495.08,4.7793,-1.3145,2.7842e-18,8.1486e+05
0.22587,0.35441,0.29301,0,494.95,4.8171,-1.4292,1.4365e-18,8.1413e+05
0.2295,0.3659,0.28959,0,494.79,4.864,-1.5483,-1.607e-18,8.1326e+05
0.23373,0.37731,0.28593,0,494.6,4.9214,-1.6717,-1.6331e-18,8.1223e+05
0.23862,0.38863,0.28202,0,494.37,4.9908,-1.7991,1.6637e-18,8.1101e+05
0.24427,0.39986,0.27788,0,494.1,5.0751,-1.9292,1.6646e-18,8.0957e+05
0.25074,0.41098,0.2735,0,493.79,5.1769,-2.0593,1.7579e-18,8.0789e+05
0.25798,0.422,0.26888,0,493.43,5.2972,-2.1855,1.0554e-19,8.0593e+05
0.26586,0.4329,0.26404,0,493.03,5.4351,-2.3032,-1.6533e-18,8.0372e+05
0.21562,0.21206,0.32315,0,495.39,4.7911,-0.27571,-4.2952e-22,8.1611e+05
0.2137,0.22411,0.32276,0,495.47,4.7438,-0.34864,-1.0818e-20,8.1662e+05
0.21225,0.23615,0.32209,0,495.54,4.7048,-0.43108,-7.117e-19,8.1704e+05
0.21131,0.24818,0.32116,0,495.57,4.6752,-0.51885,5.3359e-20,8.1732e+05
0.21086,0.26017,0.31997,0,495.59,4.654,-0.61,7.4368e-19,8.1747e+05
0.21082,0.27214,0.31852,0,495.6,4.6398,-0.70378,1.4883e-18,8.1752e+05
0.21118,0.28407,0.3168,0,495.58,4.6323,-0.80029,1.4975e-18,8.1748e+05
0.21201,0.29595,0.31483,0,495.55,4.6325,-0.90012,7.2279e-19,8.1733e+05
0.21328,0.30778,0.31259,0,495.49,4.6399,-1.0031,6.4163e-19,8.1707e+05
0.21494,0.31956,0.3101,0,495.42,4.6532,-1.109,1.0307e-20,8.167e+05
0.217,0.33127,0.30734,0,495.34,4.6726,-1.2183,1.2176e-19,8.1624e+05
0.2195,0.34292,0.30434,0,495.23,4.6989,-1.3313,-1.6236e-18,8.1567e+05
0.22249,0.35449,0.30107,0,495.1,4.7329,-1.4485,5.3193e-20,8.1498e+05
0.22601,0.36598,0.29756,0,494.95,4.7757,-1.5702,1.8081e-18,8.1415e+05
0.23015,0.37739,0.2938,0,494.76,4.8286,-1.6968,7.761e-20,8.1316e+05
0.23498,0.3887,0.28978,0,494.54,4.894,-1.8282,-1.9354e-18,8.1199e+05
0.24062,0.39991,0.28553,0,494.28,4.9744,-1.9639,-1.8948e-18,8.1059e+05
0.24713,0.41102,0.28103,0,493.97,5.0725,-2.1026,-1.2101e-19,8.0893e+05
0.25456,0.42202,0.27629,0,493.61,5.1915,-2.2395,-1.4335e-19,8.0697e+05
0.2628,0.4329,0.27131,0,493.19,5.3325,-2.3674,-6.9499e-21,8.047e+05
0.21349,0.21207,0.33117,0,495.48,4.746,-0.23543,-5.5982e-20,8.1658e+05
0.21114,0.22413,0.33077,0,495.58,4.6899,-0.30954,1.5875e-23,8.172e+05
0.20942,0.23618,0.33009,0,495.65,4.6453,-0.3935,3.5505e-20,8.1769e+05
0.20834,0.24822,0.32913,0,495.7,4.6129,-0.48307,3.7715e-19,8.1801e+05
0.2078,0.26022,0.32791,0,495.72,4.5902,-0.57629,3.4748e-19,8.1819e+05
0.20769,0.2722,0.32642,0,495.72,4.5746,-0.67234,-3.6612e-20,8.1825e+05
0.20799,0.28413,0.32467,0,495.71,4.5656,-0.77114,-6.0769e-20,8.1822e+05
0.20875,0.29602,0.32264,0,495.68,4.5641,-0.87313,2.4725e-22,8.1809e+05
0.20995,0.30786,0.32035,0,495.63,4.5699,-0.97811,-2.4986e-18,8.1784e+05
0.21154,0.31964,0.31779,0,495.56,4.5814,-1.0859,-2.678e-18,8.1749e+05
0.21351,0.33135,0.31497,0,495.48,4.5986,-1.197,-1.2646e-19,8.1705e+05
0.21592,0.343,0.31189,0,495.38,4.6224,-1.312,-1.6251e-18,8.1651e+05
0.21881,0.35457,0.30855,0,495.26,4.6535,-1.4314,-1.8015e-18,8.1585e+05
0.22223,0.36606,0.30494,0,495.11,4.6929,-1.5558,1.5778e-18,8.1505e+05
0.22626,0.37745,0.30109,0,494.93,4.742,-1.6859,3.6158e-18,8.1409e+05
0.23098,0.38876,0.29698,0,494.72,4.8026,-1.8222,2.4837e-19,8.1296e+05
0.2365,0.39996,0.29261,0,494.46,4.8773,-1.9646,-1.6286e-18,8.116e+05
0.24298,0.41105,0.288,0,494.16,4.9711,-2.1102,-3.9063e-18,8.0999e+05
0.25054,0.42204,0.28314,0,493.79,5.0899,-2.2537,-3.9194e-18,8.0806e+05
0.2591,0.4329,0.27804,0,493.36,5.2357,-2.3876,0,8.0574e+05
0.21168,0.21208,0.3386,0,495.56,4.7077,-0.20292,-2.2006e-19,8.1697e+05
0.20906,0.22415,0.33818,0,495.67,4.6451,-0.28908,-2.2066e-19,8.1768e+05
0.20717,0.23621,0.33749,0,495.75,4.5966,-0.38203,4.1204e-19,8.1821e+05
0.20599,0.24825,0.33652,0,495.79,4.5614,-0.47716,1.8339e-20,8.1856e+05
0.20538,0.26027,0.33527,0,495.82,4.5366,-0.57416,4.7931e-19,8.1876e+05
0.20521,0.27225,0.33375,0,495.82,4.519,-0.67308,4.6035e-20,8.1884e+05
0.20545,0.28419,0.33195,0,495.81,4.5079,-0.7741,-8.4107e-19,8.1883e+05
0.20615,0.29608,0.32988,0,495.78,4.5045,-0.87775,-1.4085e-20,8.1872e+05
0.2073,0.30793,0.32753,0,495.74,4.5084,-0.98416,1.6515e-19,8.1848e+05
0.20884,0.31971,0.32492,0,495.68,4.518,-1.0934,2.7415e-19,8.1816e+05
0.21075,0.33143,0.32204,0,495.6,4.5329,-1.2058,-1.7718e-18,8.1774e+05
0.21309,0.34307,0.31888,0,495.5,4.554,-1.322,-1.8841e-18,8.1722e+05
0.21589,0.35464,0.31547,0,495.38,4.5819,-1.4427,-1.8322e-18,8.1659e+05
0.21921,0.36612,0.31178,0,495.24,4.6176,-1.5685,-1.7988e-18,8.1583e+05
0.22311,0.37752,0.30784,0,495.07,4.6623,-1.7002,-1.5474e-19,8.1493e+05
0.22771,0.38881,0.30364,0,494.87,4.7183,-1.8388,3.869e-18,8.1384e+05
0.23318,0.4,0.29918,0,494.62,4.7889,-1.9853,1.8949e-18,8.1254e+05
0.23972,0.41109,0.29446,0,494.31,4.8787,-2.1403,2.0999e-19,8.1096e+05
0.2475,0.42205,0.28949,0,493.93,4.9934,-2.3006,2.3644e-18,8.0901e+05
0.25647,0.4329,0.28427,0,493.49,5.1398,-2.4515,2.2831e-18,8.0663e+05
0.20934,0.21209,0.34548,0,495.66,4.6577,-0.15082,1.2311e-19,8.1745e+05
0.20631,0.22417,0.34505,0,495.78,4.5868,-0.24213,-4.4779e-19,8.183e+05
0.20434,0.23624,0.34435,0,495.86,4.5368,-0.34099,-4.6402e-19,8.1886e+05
0.20315,0.24829,0.34335,0,495.91,4.5017,-0.44113,1.3205e-20,8.192e+05
0.20252,0.26031,0.34208,0,495.93,4.4764,-0.54225,-7.029e-20,8.1939e+05
0.20232,0.2723,0.34053,0,495.94,4.4582,-0.64466,8.6631e-19,8.1947e+05
0.2025,0.28424,0.33869,0,495.93,4.4461,-0.74847,9.5149e-19,8.1946e+05
0.20315,0.29614,0.33658,0,495.9,4.4414,-0.85416,-1.4245e-20,8.1935e+05
0.20424,0.30799,0.33419,0,495.86,4.4438,-0.96229,1.8736e-18,8.1914e+05
0.20571,0.31978,0.33152,0,495.8,4.4517,-1.0731,3.7289e-18,8.1882e+05
0.20755,0.33149,0.32858,0,495.73,4.4647,-1.1869,-2.6238e-20,8.1842e+05
0.2098,0.34314,0.32536,0,495.63,4.4834,-1.3044,1.9911e-19,8.1792e+05
0.2125,0.35471,0.32188,0,495.52,4.5087,-1.4264,2.0653e-18,8.1732e+05
0.21571,0.36619,0.31812,0,495.38,4.5413,-1.5538,3.252e-20,8.1658e+05
0.21949,0.37757,0.3141,0,495.23,4.5823,-1.6874,-2.0596e-18,8.1571e+05
0.22393,0.38886,0.30981,0,495.03,4.6332,-1.8284,-2.2434e-18,8.1467e+05
0.22915,0.40005,0.30525,0,494.8,4.6965,-1.9777,-2.306e-18,8.1343e+05
0.2354,0.41112,0.30044,0,494.51,4.7771,-2.1367,-1.2683e-19,8.1193e+05
0.24313,0.42207,0.29537,0,494.15,4.8877,-2.3032,-4.1659e-19,8.1009e+05
0.2526,0.4329,0.29005,0,493.69,5.0414,-2.4631,2.317e-18,8.0768e+05
0.20767,0.2121,0.35185,0,495.72,4.6223,-0.10778,5.8602e-19,8.1778e+05
0.20421,0.22419,0.35142,0,495.86,4.5432,-0.18824,-4.5426e-19,8.1877e+05
0.20205,0.23626,0.3507,0,495.95,4.4911,-0.27806,-9.417e-19,8.1938e+05
0.20077,0.24832,0.34969,0,496,4.456,-0.37086,-1.4775e-20,8.1973e+05
0.20004,0.26035,0.34839,0,496.03,4.431,-0.46571,-1.9141e-18,8.1992e+05
0.19974,0.27234,0.34681,0,496.04,4.4132,-0.56244,-1.3425e-20,8.2001e+05
0.19983,0.28429,0.34494,0,496.03,4.4016,-0.66095,1.9312e-18,8.2001e+05
0.20036,0.2962,0.34279,0,496.01,4.3973,-0.76161,-3.212e-22,8.1991e+05
0.20132,0.30805,0.34035,0,495.97,4.4,-0.86487,3.838e-22,8.1971e+05
0.20266,0.31984,0.33764,0,495.92,4.4082,-0.97086,3.116e-20,8.194e+05
0.20435,0.33156,0.33464,0,495.85,4.4213,-1.08,3.204e-20,8.1902e+05
0.20644,0.3432,0.33136,0,495.76,4.4399,-1.1931,4.1662e-18,8.1855e+05
0.20895,0.35477,0.32781,0,495.66,4.4646,-1.3109,4.1341e-18,8.1797e+05
0.21195,0.36624,0.32399,0,495.53,4.496,-1.4346,3.3798e-20,8.1727e+05
0.2155,0.37763,0.31989,0,495.39,4.5351,-1.5652,-7.623e-22,8.1644e+05
0.21971,0.38891,0.31552,0,495.2,4.5841,-1.7036,-4.5528e-18,8.1544e+05
0.22472,0.40008,0.31088,0,494.98,4.6468,-1.849,-4.5409e-18,8.1425e+05
0.2308,0.41114,0.30598,0,494.7,4.7301,-1.9997,-4.7654e-18,8.1278e+05
0.23848,0.42209,0.30082,0,494.37,4.848,-2.155,-9.6229e-18,8.1095e+05
0.24816,0.4329,0.2954,0,493.89,5.0133,-2.3078,6.7745e-20,8.0854e+05
0.25601,0.21165,0,0.1,493.53,5.6872,-0.048108,6.0098e-21,8.059e+05
0.25769,0.22329,0,0.1,493.45,5.7241,-0.051839,2.994e-20,8.0545e+05
0.25956,0.23494,0,0.1,493.35,5.7649,-0.055786,0,8.0493e+05
0.26158,0.24658,0,0.1,493.25,5.8091,-0.059946,0,8.0437e+05
0.26376,0.25822,0,0.1,493.14,5.8568,-0.064315,2.4182e-20,8.0376e+05
0.2661,0.26987,0,0.1,493.02,5.9081,-0.068883,2.4182e-20,8.031e+05
0.26863,0.28152,0,0.1,492.89,5.9633,-0.07364,-4.8834e-20,8.0238e+05
0.27134,0.29316,0,0.1,492.74,6.0227,-0.078575,-4.8834e-20,8.0159e+05
0.27427,0.30481,0,0.1,492.59,6.0865,-0.083671,-4.9474e-20,8.0074e+05
0.27741,0.31645,0,0.1,492.42,6.1551,-0.088912,-4.9474e-20,7.9982e+05
0.28077,0.32809,0,0.1,492.24,6.2286,-0.094276,5.0293e-20,7.9882e+05
0.28438,0.33974,0,0.1,492.04,6.3074,-0.099738,5.0293e-20,7.9774e+05
0.28825,0.35138,0,0.1,491.83,6.3917,-0.10527,-1.0261e-19,7.9656e+05
0.29239,0.36303,0,0.1,491.59,6.4818,-0.11084,-4.1372e-19,7.9529e+05
0.29681,0.37468,0,0.1,491.34,6.578,-0.11641,-1.0084e-19,7.9391e+05
0.30153,0.38632,0,0.1,491.07,6.6808,-0.12194,2.1027e-19,7.9242e+05
0.30657,0.39797,0,0.1,490.77,6.7903,-0.12746,-1.0799e-19,7.908e+05
0.31193,0.40961,0,0.1,490.46,6.9068,-0.13297,1.6595e-21,7.8905e+05
0.31767,0.42125,0,0.1,490.11,7.0313,-0.13839,2.2111e-19,7.8717e+05
0.32363,0.4329,0,0.1,489.74,7.1604,-0.14356,1.1146e-19,7.8514e+05
0.25562,0.21169,0.031861,0.1,493.55,5.678,-0.091856,-3.4239e-21,8.06e+05
0.25729,0.22337,0.031821,0.1,493.47,5.7144,-0.099052,2.4638e-20,8.0556e+05
0.25913,0.23506,0.031756,0.1,493.37,5.7546,-0.10665,-2.5869e-20,8.0505e+05
0.26114,0.24674,0.031664,0.1,493.27,5.7983,-0.11466,-2.5869e-20,8.0449e+05
0.2633,0.25842,0.031547,0.1,493.16,5.8455,-0.12305,-9.2685e-22,8.0388e+05
0.26563,0.27009,0.031404,0.1,493.04,5.8963,-0.13181,-2.7098e-20,8.0323e+05
0.26814,0.28177,0.031235,0.1,492.91,5.951,-0.14093,-2.4284e-20,8.0251e+05
0.27084,0.29344,0.03104,0.1,492.77,6.01,-0.15037,1.8876e-21,8.0173e+05
0.27376,0.3051,0.030819,0.1,492.62,6.0734,-0.16011,1.0857e-19,8.0089e+05
0.27689,0.31676,0.030573,0.1,492.45,6.1415,-0.17012,5.4736e-20,7.9997e+05
0.28025,0.32841,0.030302,0.1,492.27,6.2147,-0.18037,-1.6375e-21,7.9897e+05
0.28385,0.34005,0.030005,0.1,492.07,6.2931,-0.19081,-5.7556e-20,7.9789e+05
0.28772,0.35169,0.029684,0.1,491.86,6.377,-0.2014,-1.0562e-19,7.9672e+05
0.29185,0.36332,0.029337,0.1,491.62,6.4668,-0.2121,-9.5317e-20,7.9545e+05
0.29627,0.37494,0.028966,0.1,491.37,6.5626,-0.22285,1.1945e-19,7.9407e+05
0.30098,0.38655,0.028571,0.1,491.1,6.6649,-0.2336,1.6112e-19,7.9258e+05
0.30601,0.39816,0.028151,0.1,490.81,6.7739,-0.24435,-2.2897e-19,7.9097e+05
0.31137,0.40975,0.027707,0.1,490.49,6.89,-0.25507,-5.6812e-20,7.8923e+05
0.31709,0.42133,0.02724,0.1,490.14,7.0139,-0.26569,1.096e-19,7.8735e+05
0.32305,0.4329,0.026749,0.1,489.78,7.1427,-0.27582,-4.783e-21,7.8533e+05
0.25453,0.21172,0.061371,0.1,493.6,5.6521,-0.17511,5.1905e-22,8.063e+05
0.25613,0.22345,0.061295,0.1,493.52,5.6867,-0.18901,2.3545e-20,8.0587e+05
0.25791,0.23517,0.061169,0.1,493.44,5.7253,-0.20372,1.9763e-21,8.0538e+05
0.25986,0.24688,0.060993,0.1,493.34,5.7674,-0.21921,-5.3886e-20,8.0484e+05
0.26196,0.2586,0.060767,0.1,493.23,5.8129,-0.23548,-1.2746e-20,8.0426e+05
0.26424,0.2703,0.06049,0.1,493.11,5.8621,-0.25248,4.5134e-20,8.0361e+05
