"Ma","T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.23941,494.33,5.3228,-0.017918,0,1.6344e+05,1,0,0,0,0.05
0.23943,494.33,5.3234,-0.01792,0,1.6344e+05,1,0.0013557,0.0013557,0,0.05
0.23946,494.33,5.324,-0.017923,0,1.6344e+05,1,0.0027114,0.0027114,0,0.05
0.23948,494.33,5.3245,-0.017925,0,1.6344e+05,1,0.0040671,0.0040671,0,0.05
0.23951,494.33,5.3251,-0.017928,0,1.6344e+05,1,0.0054228,0.0054228,0,0.05
0.23954,494.32,5.3257,-0.01793,0,1.6344e+05,1,0.0067785,0.0067785,0,0.05
0.23956,494.32,5.3262,-0.017932,0,1.6344e+05,1,0.0081342,0.0081342,0,0.05
0.23959,494.32,5.3268,-0.017935,0,1.6344e+05,1,0.0094899,0.0094899,0,0.05
0.23962,494.32,5.3276,-0.01794,0,1.6344e+05,1,0.010846,0.010846,0,0.05
0.2397,494.32,5.3292,-0.017954,0,1.6344e+05,1,0.012201,0.012201,0,0.05
0.23977,494.31,5.3307,-0.017968,0,1.6344e+05,1,0.013557,0.013557,0,0.05
0.23984,494.31,5.3323,-0.017981,0,1.6343e+05,1,0.014913,0.014913,0,0.05
0.23991,494.31,5.3339,-0.017995,0,1.6343e+05,1,0.016268,0.016268,0,0.05
0.23998,494.3,5.3355,-0.018009,0,1.6343e+05,1,0.017624,0.017624,0,0.05
0.24005,494.3,5.337,-0.018023,0,1.6342e+05,1,0.01898,0.01898,0,0.05
0.24013,494.29,5.3386,-0.018036,0,1.6342e+05,1,0.020335,0.020335,0,0.05
0.24021,494.29,5.3404,-0.01806,0,1.6342e+05,1,0.021691,0.021691,0,0.05
0.2403,494.29,5.3424,-0.018096,0,1.6341e+05,1,0.023047,0.023047,0,0.05
0.24039,494.28,5.3445,-0.018131,0,1.6341e+05,1,0.024403,0.024403,0,0.05
0.24048,494.28,5.3465,-0.018166,0,1.634e+05,1,0.025758,0.025758,0,0.05
0.24058,494.28,5.3485,-0.018201,0,1.634e+05,1,0.027114,0.027114,0,0.05
0.24067,494.27,5.3506,-0.018237,0,1.6339e+05,1,0.02847,0.02847,0,0.05
0.24076,494.27,5.3526,-0.018272,0,1.6339e+05,1,0.029825,0.029825,0,0.05
0.24085,494.27,5.3546,-0.018307,0,1.6338e+05,1,0.031181,0.031181,0,0.05
0.24094,494.26,5.3566,-0.018359,0,1.6338e+05,1,0.032537,0.032537,0,0.05
0.24103,494.26,5.3584,-0.018417,0,1.6337e+05,1,0.033893,0.033893,0,0.05
0.24111,494.25,5.3603,-0.018476,0,1.6337e+05,1,0.035248,0.035248,0,0.05
0.2412,494.25,5.3622,-0.018534,0,1.6336e+05,1,0.036604,0.036604,0,0.05
0.24128,494.24,5.3641,-0.018593,0,1.6336e+05,1,0.03796,0.03796,0,0.05
0.24137,494.24,5.366,-0.018651,0,1.6335e+05,1,0.039315,0.039315,0,0.05
0.24146,494.24,5.3679,-0.018709,0,1.6335e+05,1,0.040671,0.040671,0,0.05
0.24154,494.23,5.3698,-0.018768,0,1.6334e+05,1,0.042027,0.042027,0,0.05
0.24162,494.23,5.3714,-0.018844,0,1.6334e+05,1,0.043382,0.043382,0,0.05
0.24169,494.23,5.3731,-0.018922,0,1.6333e+05,1,0.044738,0.044738,0,0.05
0.24177,494.22,5.3747,-0.019,0,1.6333e+05,1,0.046094,0.046094,0,0.05
0.24184,494.22,5.3764,-0.019077,0,1.6333e+05,1,0.047449,0.047449,0,0.05
0.24192,494.21,5.378,-0.019155,0,1.6332e+05,1,0.048805,0.048805,0,0.05
0.24199,494.21,5.3797,-0.019233,0,1.6332e+05,1,0.050161,0.050161,0,0.05
0.24207,494.21,5.3813,-0.01931,0,1.6331e+05,1,0.051517,0.051517,0,0.05
0.24214,494.2,5.383,-0.019391,0,1.6331e+05,1,0.052872,0.052872,0,0.05
0.24222,494.2,5.3846,-0.019486,0,1.633e+05,1,0.054228,0.054228,0,0.05
0.24229,494.2,5.3862,-0.019581,0,1.633e+05,1,0.055584,0.055584,0,0.05
0.24237,494.19,5.3878,-0.019677,0,1.633e+05,1,0.056939,0.056939,0,0.05
0.24244,494.19,5.3895,-0.019772,0,1.6329e+05,1,0.058295,0.058295,0,0.05
0.24251,494.19,5.3911,-0.019867,0,1.6329e+05,1,0.059651,0.059651,0,0.05
0.24259,494.18,5.3927,-0.019962,0,1.6328e+05,1,0.061007,0.061007,0,0.05
0.24266,494.18,5.3944,-0.020057,0,1.6328e+05,1,0.062362,0.062362,0,0.05
0.24274,494.18,5.396,-0.02016,0,1.6328e+05,1,0.063718,0.063718,0,0.05
0.24282,494.17,5.3977,-0.020272,0,1.6327e+05,1,0.065074,0.065074,0,0.05
0.24289,494.17,5.3995,-0.020385,0,1.6327e+05,1,0.066429,0.066429,0,0.05
0.24297,494.16,5.4012,-0.020498,0,1.6326e+05,1,0.067785,0.067785,0,0.05
0.24305,494.16,5.4029,-0.020611,0,1.6326e+05,1,0.069141,0.069141,0,0.05
0.24313,494.16,5.4046,-0.020724,0,1.6326e+05,1,0.070496,0.070496,0,0.05
0.24321,494.15,5.4063,-0.020837,0,1.6325e+05,1,0.071852,0.071852,0,0.05
0.24329,494.15,5.4081,-0.02095,0,1.6325e+05,1,0.073208,0.073208,0,0.05
0.24337,494.15,5.4099,-0.021075,0,1.6324e+05,1,0.074564,0.074564,0,0.05
0.24345,494.14,5.4117,-0.021206,0,1.6324e+05,1,0.075919,0.075919,0,0.05
0.24353,494.14,5.4135,-0.021338,0,1.6323e+05,1,0.077275,0.077275,0,0.05
0.24362,494.13,5.4154,-0.02147,0,1.6323e+05,1,0.078631,0.078631,0,0.05
0.2437,494.13,5.4172,-0.021601,0,1.6323e+05,1,0.079986,0.079986,0,0.05
0.24378,494.13,5.419,-0.021733,0,1.6322e+05,1,0.081342,0.081342,0,0.05
0.24387,494.12,5.4208,-0.021864,0,1.6322e+05,1,0.082698,0.082698,0,0.05
0.24395,494.12,5.4227,-0.021996,0,1.6321e+05,1,0.084053,0.084053,0,0.05
0.24404,494.11,5.4246,-0.022144,0,1.6321e+05,1,0.085409,0.085409,0,0.05
0.24413,494.11,5.4265,-0.022295,0,1.632e+05,1,0.086765,0.086765,0,0.05
0.24422,494.11,5.4285,-0.022446,0,1.632e+05,1,0.08812,0.08812,0,0.05
0.2443,494.1,5.4304,-0.022597,0,1.6319e+05,1,0.089476,0.089476,0,0.05
0.24439,494.1,5.4324,-0.022748,0,1.6319e+05,1,0.090832,0.090832,0,0.05
0.24448,494.09,5.4343,-0.022899,0,1.6318e+05,1,0.092188,0.092188,0,0.05
0.24457,494.09,5.4362,-0.02305,0,1.6318e+05,1,0.093543,0.093543,0,0.05
0.24466,494.08,5.4382,-0.023203,0,1.6317e+05,1,0.094899,0.094899,0,0.05
0.24475,494.08,5.4402,-0.023374,0,1.6317e+05,1,0.096255,0.096255,0,0.05
0.24484,494.08,5.4423,-0.023545,0,1.6316e+05,1,0.09761,0.09761,0,0.05
0.24494,494.07,5.4443,-0.023715,0,1.6316e+05,1,0.098966,0.098966,0,0.05
0.24503,494.07,5.4464,-0.023886,0,1.6315e+05,1,0.10032,0.10032,0,0.05
